timestamp,rps,error_rate,p99_latency,cpu_percent,throttle_limit,accepted,scenario,is_spike,is_transition,phase,period,predicted_rps,model,spike_start
0,715.2358539877216,0.02435395421536915,177.21886831901773,14.30471707975443,715.2358539877216,True,periodic,False,True,low,600,,LSTMPredictor,
1,648.0007946879753,0.023004624539744757,171.84006357503802,12.960015893759506,711.8741010227343,True,periodic,False,False,low,600,,LSTMPredictor,
2,737.5225597903228,0.02480122255757873,179.00180478322582,14.750451195806457,735.2938892100627,True,periodic,False,False,low,600,,LSTMPredictor,
3,747.0282358195607,0.024991990452880794,179.76225886556486,14.940564716391213,745.602384415175,True,periodic,False,False,low,600,,LSTMPredictor,
4,602.4482405673082,0.022090437600435636,168.19585924538467,12.048964811346163,745.1271006137131,True,periodic,False,False,low,600,,LSTMPredictor,
5,634.8910246568842,0.022741526657065723,170.79128197255073,12.697820493137682,744.6518168122512,True,periodic,False,False,low,600,,LSTMPredictor,
6,706.3920201583643,0.024176468725558814,176.51136161266913,14.127840403167285,744.1765330107893,True,periodic,False,False,low,600,,LSTMPredictor,
7,684.1878703828208,0.02373085718708185,174.73502963062566,13.683757407656415,743.7012492093274,True,periodic,False,False,low,600,,LSTMPredictor,
8,699.1599421247855,0.02403132930560777,175.93279536998284,13.983198842495712,743.2259654078655,True,periodic,False,False,low,600,,LSTMPredictor,
9,657.347803621321,0.023192208170419674,172.58782428970568,13.14695607242642,742.7506816064036,True,periodic,False,False,low,600,,LSTMPredictor,
10,743.9698987431415,0.024930613174147728,179.5175918994513,14.87939797486283,745.499067281351,True,periodic,False,False,low,600,,LSTMPredictor,
11,738.8895967714474,0.024828657404599296,179.1111677417158,14.777791935428947,745.3461504275301,True,periodic,False,False,low,600,,LSTMPredictor,
12,703.3015348780608,0.024114446269652246,176.26412279024487,14.066030697561215,745.1932335737091,True,periodic,False,False,low,600,,LSTMPredictor,
13,756.3620603484017,0.02517930948784569,180.50896482787215,15.127241206968034,750.295074404655,True,periodic,False,False,low,600,,LSTMPredictor,
14,723.3754671126023,0.02451730681224185,177.87003736900817,14.467509342252047,749.828383178213,True,periodic,False,False,low,600,,LSTMPredictor,
15,657.0353768558381,0.023185938127520685,172.56283014846704,13.14070753711676,749.3616919517709,True,periodic,False,False,low,600,,LSTMPredictor,
16,718.437539204125,0.024418208325047867,177.47500313633,14.368750784082499,748.8950007253288,True,periodic,False,False,low,600,,LSTMPredictor,
17,652.05586995855,0.023086005198235494,172.164469596684,13.041117399171002,748.4283094988868,True,periodic,False,False,low,600,,LSTMPredictor,
18,743.9225150653637,0.024929662238679956,179.5138012052291,14.878450301307272,747.9616182724448,True,periodic,False,False,low,600,,LSTMPredictor,
19,697.5037044506873,0.023998090536030955,175.800296356055,13.950074089013748,747.4949270460028,True,periodic,False,False,low,600,,LSTMPredictor,
20,690.756881822737,0.02386268962937775,175.26055054581894,13.815137636454741,747.0282358195607,True,periodic,False,False,low,600,,LSTMPredictor,
21,665.9535227798029,0.023364914974898877,173.27628182238425,13.319070455596057,746.8753189657397,True,periodic,False,False,low,600,,LSTMPredictor,
22,761.1270669337015,0.025274937644599836,180.89016535469614,15.22254133867403,755.4286778955176,True,periodic,False,False,low,600,,LSTMPredictor,
23,692.2735258965599,0.02389312691726718,175.3818820717248,13.845470517931199,754.9619866690755,True,periodic,False,False,low,600,,LSTMPredictor,
24,678.5836088918446,0.02361838615755512,174.28668871134758,13.571672177836893,754.4952954426334,True,periodic,False,False,low,600,,LSTMPredictor,
25,682.3933224755885,0.023694842691508004,174.59146579804707,13.64786644951177,754.0286042161914,True,periodic,False,False,low,600,,LSTMPredictor,
26,726.6154592776675,0.024582329697960183,178.1292367422134,14.532309185553348,753.5619129897493,True,periodic,False,False,low,600,,LSTMPredictor,
27,718.2722032182039,0.02441489022353096,177.4617762574563,14.365444064364077,753.0952217633073,True,periodic,False,False,low,600,,LSTMPredictor,
